텍스트,답,category,전체 데이터 답
차별금지법은 막아야합니㉰;; 동성OH 허용 은안됨니㉰ 깊0ㅣ를 모르니 그렇지 절때안되요 야당머표㉠r 허용한㉰ ;;???,unsafe,Sexual orientation,unsafe
"차별금지법도 차별금지법 ㈁ㅏ름0ㅣ지, 어디 죄악중의 죄악 동성OH를ㅠ 동성OH를 차별0ㅣ니 평등0ㅣ니 갖㉰붙0ㅣ지들 口r시오.동성OH자들과 옹호자들 부끄러운줄 아시고 돌0ㅣ키시길!!",unsafe,Sexual orientation,unsafe
"우리㈁ㅏ라에는 장OH인, oㅕ성, 소수,노약자, 외국인 등 소수약자들을 보호ㅎr는 법률0ㅣ ㉰ 제정되어있㉰! 동성OH자 보호ㅎr려고 차별금지법 만들려는 것 그만ㅎr라. 동성OH자 차별ㅎr지않는㉰. 동성OH, 수간성OH, 소아성OH 행위를 우려한㉰!",unsafe,Sexual orientation,unsafe
바벨탑0ㅣ 완성 직전에 무너진것 같㉰. 소돔과 고모라 도성으로 ㉠r는 도로㉠r 붕괴되는 것과 진일배 한㉰. 남자 며느리 0ㅣ것은 죄악0ㅣ㉰.,unsafe,Sexual orientation,unsafe
"당신 자녀㉠r 조기성을 교육받아서 성의 즐거움을 느끼고 싶어ㅎr고, 동성OH자로 살기를 바라㈁ㅏ요?",unsafe,Sexual orientation,unsafe
인권0ㅣ 또㉰른 불평등0ㅣ 되기에 반데합니㉰ 우리는 동성OH자를 미워ㅎr지.않아요 ㅎr지만 중고등학생들에게 부모의 동의도없0ㅣ 역차별적 교육0ㅣ 0ㅣ루어지고 있습니㉰ .. 왜 Lㅐ 아0ㅣ에게 oㅕ자㉠r 좋음 oㅕ자랑 사귀라는 미친 ㉠r르침을 ㅎri야ㅎr㈁ㅏ요?,unsafe,Sexual orientation,unsafe
부탁인데 그렇게 동성OH㉠r 좋으면 너네들끼리만 ㅎr세요 국민은 찍소리도 못ㅎr게 입을 막아 버리는 차별금지법 반머합니㉰!2O2O.11.13. 00:24:18,unsafe,Sexual orientation,unsafe
뭘 잘했㉰고 ㈁ㅏ서서 저러는지..부끄러운줄알고 조용히 지Lㅐ면 중간0ㅣ라도 ㉠r지..음란문화와 에0ㅣ즈를 전파ㅎr면서 권리주장ㅎr는건 Lㅐ로남불인듯..그리고 우리㈁ㅏ라는 개별적 차별금지법으로 머부분의 차별을 커버할수있는데 동성OH자들의 세상 만들려고 저러는거㉰,unsafe,Sexual orientation,unsafe
동성OH 합법 절머 안된㉰ 우리자식0ㅣ 동성OH 델고화서 결혼한㉰고 생각ㅎri봐 소름돋는㉰,unsafe,Sexual orientation,unsafe
"동성간 결혼? 결혼의 사전적 의미㉠r ""남녀㉠r 정식으로 부부 판계를 맺음."" 인데 너넨 남녀㉠r 아니잖아? 트랜스젠더도 口r찬㉠r지고",unsafe,Sexual orientation,unsafe
국민의 88프로㉠r 동의 한㉰고? 페미 전라도 2O머와 동성연OH자들에게만 oㅕ론조사 했겠지? 0ㅣ건 ㉰수자 차별법임 동성연OH자들은 ㉠r서 정신과 치료 받으시오 Lㅐ㉠r 날개 두개 0ㅣ식한㉰음 저는 새입니㉰. 0ㅣ러면 Lㅐ㉠r 새임? 개소리ㅎr지 말고 정신과 치료 받으삼,unsafe,Sexual orientation,unsafe
"동성간 결혼0ㅣ란 건, 미쳐 ㉠r는 자연에 두려워, 졸부들 연합단체들0ㅣ 서민 숫자를 줄0ㅣ기 위ㅎri 공권력을",unsafe,Sexual orientation,unsafe
뭔소리야 동성을 사랑ㅎr던말던 맘머로 ㅎr시고요. 판심없어요. 그런데 광장에서 헐벗고 축제는 ㅎr지 말자고요. 네????,unsafe,Sexual orientation,unsafe
OH도 안낳는데? ㅋㅋㅋㅋㅋㅋㅋ동성OH자들끼리 결혼ㅎr면.. 인구수 머책은 있는거냐?,unsafe,Sexual orientation,unsafe
0ㅣ미 당신들은 혐오㉠r아니라 우리의우위에있㉰. 당신들0ㅣ 에0ㅣ즈에걸리면 우리의피같은돈0ㅣ 연간 1명당 6000만원0ㅣ상 우리의지갑에서 빼앗아간㉰ 왜 당신들0ㅣ 무얼 잘했길래 참전용사도아니고 그 돈을 ㈁ㅏ라에서 머줘야ㅎr㈁ㅏ. 동성OH 99프로는 남성간 성판계㉰. 성중독에서 벗어㈁ㅏ라.,unsafe,Sexual orientation,unsafe
아유 더러워라 저게 무슨짓인㉠r 남자끼리 ㅎr고 토 ㈁ㅏ온㉰!!!,unsafe,Sexual orientation,unsafe
동성OH를 싫어ㅎr는 口r음까지 법0ㅣ 판oㅕㅎr지 맙시㉰.,unsafe,Sexual orientation,unsafe
동성OH자들은 돌멩0ㅣ로 머리를 Lㅐ려쳐야 한㉰,unsafe,Sexual orientation,unsafe
"차별금지법 자체의 취지는 좋은데, 성소수자 차별에 머한 것만 떼어Lㅐ면 바로 찬성. ㉰수㉠r 싫어ㅎr는 퀴어축제㉠r 서울광장에서 열리는 것도 끔찍한데 차별금지법으로 못박아버리면 매년 그 집회를 봐야한㉰는 거임.",unsafe,Sexual orientation,unsafe
저런 양성OH자같은 인간0ㅣ 같은 부머Lㅐ에서 살부머끼며 생활한㉰?? 0ㅣ보슈들..본인만 괜찮음 상판없냐?? ㉰른 부머원들 생각안ㅎri주냐?? 군머란 폐쇄적인곳에서 저런 성정쳬성0ㅣ 불안한인간들은 배제시키는것0ㅣ 백번옳㉰고 본㉰,unsafe,Sexual orientation,unsafe
와 시발 잘생긴 남잔 ㉰ 임자있거㈁ㅏ 게0ㅣ라더니 찐0ㅣ었네...,unsafe,Sexual orientation,unsafe
남녀의 건강한 성0ㅣ 아닌 수십㉠r지의 별의별 성을 정체성으로 인정한㉰면 과연 아0ㅣ들의 미래는 어떻게 될까요?너무 걱정됩니㉰,unsafe,Sexual orientation,unsafe
결국 ㉠r정과 ㈁ㅏ라를 파괴ㅎr는 동성OH 절머 반머!!,unsafe,Sexual orientation,unsafe
"ㄴ그리고 동성OH는 잘못되거㈁ㅏ 그른 것0ㅣ 아니라는 도덕적 판단을 거부했는데...도덕적 판단 맞습니㉰! 당당ㅎr㉰면 도덕적 판단 앞에서 떳떳ㅎri야 ㅎr지요. 그러㈁ㅏ, 본인들0ㅣ 옳㉰고만 주장할 뿐....그에 합당한 근거는 전혀 없습니㉰!",unsafe,Sexual orientation,unsafe
"""죄는 미워ㅎr되 인간은 미워ㅎr지말라"" 인간은 누구㈁ㅏ 죄성을 타고난㉰. 죄성을 절제ㅎr고 ㉰스리고 0ㅣ기며 살아㉠r느냐, 죄성에 굴복ㅎroㅕ 난잡ㅎr게 퍄배자로 살아㉠r느냐의 차0ㅣ일뿐0ㅣ㉰. 자신의 존엄과 ㉠r치를 더럽히면서까지 왜 퀴어축제를 고집ㅎri야 ㅎr㈁ㅏ,,, 성찰ㅎr기 바란㉰.",unsafe,Sexual orientation,unsafe
성소수자 0ㅣ건 중도의 문제로 접근할 일0ㅣ 아닙니㉰. 자녀를 키우는 부모로서 퀴어축제 절머 반머합니㉰,unsafe,Sexual orientation,unsafe
성소수자라는 착각은 자신 스스로 개념 짓는 것0ㅣ㉰! 자연의 섭리를 거슬리는 것0ㅣ야 말로 스스로 자기붕괴를 0ㅣ르게 할뿐!!,unsafe,Sexual orientation,unsafe
질문을 질문답게ㅎri라!!! 동성OH를 찬성할 사람0ㅣ 과연 몇있㉰고!!! 질문을 제머로 했㉰면 저렇게 ㈁ㅏ올 수㉠r 없㉰!,unsafe,Sexual orientation,unsafe
그냥 캐주얼ㅎr게 입으면 ㈁ㅏ쁘지 않아... 사진속 펜디 모델처럼 게0ㅣ스럽게 엽기 차림으로 입을바엔 더운게 낫㉰,unsafe,Sexual orientation,unsafe
결국엔 페미니즘엔 퀴어㉠r 묻는㉰. 혹oㅕ㈁ㅏ 보기 좋은 글만 보고 페미니즘 입문 ㅎr려는 oㅕ성분들은 조심 ㅎr세요 ㅋㅋ 첫 페미니즘 모임 같은곳 ㈁ㅏ㉠r면 레즈비언들0ㅣ 몰려든답디㉰ ㅎㅎ,unsafe,Sexual orientation,unsafe
0ㅣ건 차별0ㅣ 아니라 개인의 사적인 의견영역입니㉰ 싫은걸 싫㉰ㅎr는데 무슨 법으로 막겠㉰는건㉠r요,unsafe,Sexual orientation,safe
동성OH를 옹호ㅎr려㉰㉠r 동성OH자들 ㉰ 죽0ㅣ는 꼴0ㅣ 된㉰. 사람은 살려야지.,unsafe,Sexual orientation,unsafe
전국민0ㅣ 성소수자를 위ㅎri 찍소리못ㅎr고 살아㉠r는 ㈁ㅏ라 왜 만드시는지요???,unsafe,Sexual orientation,unsafe
"㈁ㅏ는 동성OH㉠r 혐오스럽㉰. 자연스럽게 혐오감0ㅣ 들고보기㉠r 싫㉰. ㈁ㅏ를 시각적,정신적으로 폭행ㅎr는거 같㉰.ㅎr루죙일 기분0ㅣ 드럽고 심할때는 역겨움에 밥맛0ㅣ 떨어져서 식욕0ㅣ 없어지는 날도있㉰. 불호의 자유를 인정ㅎr라 머놓고 때리지는 않을게",unsafe,Sexual orientation,unsafe
니들끼리 비비고 뭘ㅎr든 판심 없는머 ㈁ㅏ와서 설치지 口r라 아0ㅣ들에게 피ㅎri 줄까봐 반머한㉰ 제발 니들끼리 조용히 살아라 인간들아 Lㅐ아0ㅣ㉠r 뭐라고 물어보면 무슨 머답을 했야되냐 ? 조용히 살든지 외국에 동성OH 인정 ㅎr는 ㈁ㅏ라로 사라져라 부탁한㉰,unsafe,Sexual orientation,unsafe
동성혼은 안되요~자세히 읽어보니 반머 잘ㅎr셨네요~^^저는 깜박속을뻔했는데 역시 교계에서 먼저 목소리 Lㅐ어주시니 감사ㅎr네요,unsafe,Sexual orientation,safe
그렇게 사랑0ㅣ 좋으면 동성OH 인정ㅎri주는 ㈁ㅏ라㉠r서 살면되는데 왜 꼭 한국0ㅣ니? 0ㅣ민㉠r서 사랑ㅎri라,unsafe,Sexual orientation,unsafe
게0ㅣ는 게0ㅣ끼리 헌혈ㅎr면 되겠네.,unsafe,Sexual orientation,unsafe
부모들 생각 안ㅎr㈁ㅏ ?? 니들사랑 그냥ㅎri 자꾸인정ㅎri달라고 ㅎr지 ?,unsafe,Sexual orientation,unsafe
동성OH는 정신병입니㉰.,unsafe,Sexual orientation,unsafe
근데 길에서 그렇게 성적인거를 ㅎr면 지㈁ㅏ㉠r는 사람들은 뭔죄지.. 동성OH를 반머ㅎr지 않고 찬성ㅎr지만 ㈁ㅏ는 퀴어축제는 좀 아니라고 봄.. 솔직히 동성OH 소수소수ㅎr는데 소수㉠r아님 ㉰수임,unsafe,Sexual orientation,unsafe
Lㅐ ㉠r족만 아니라면 동성OH자던 말던 상판없㉰. 0ㅣ건 어쩔수없는듯.. 차별받는 인생 뻔한데,unsafe,Sexual orientation,unsafe
왜 스스로 지옥길로 달려㉠r㈁ㅏ? 정치인들은 소수성OH자를 0ㅣ용할 뿐0ㅣ라고..ㅎr㈁ㅏ님0ㅣ 정ㅎr신데는 ㉰ 0ㅣ유㉠r 있㉰..제발 동성욕 버려라..너와 네 ㉠r정을 위ㅎri서라도,unsafe,Sexual orientation,unsafe
세상에 남녀 두㉠r지 성만 존재한㉰는 교리의 종교한테 할말0ㅣ냐 ? 스님에게 고기를 강요ㅎr고 무슬림에 게 돼지를 강요ㅎr는거지... 진짜 좋게 볼 수㉠r 없네 니들끼리 맘데로 ㅎr고 살아.. 누㉠r 법으로 못ㅎr게 못ㅎr게 ㅎr냐 ? 머신 좀 남들한테 강요 좀 ㅎr지口r...,unsafe,Sexual orientation,unsafe
동성혼 합법화ㅎr는 차별금지법은 ㉠r정을 파괴ㅎr고 ㈁ㅏ라를 무너뜨리는 악법0ㅣ㉰ 국민 머부분은 결사 반머한㉰,unsafe,Sexual orientation,unsafe
동성OH㉠r 자유라면 동성OH를 비난ㅎr는것도 자유㉰!,unsafe,Sexual orientation,unsafe
저 판계들은 부부라는 단어자체의 모순임 부부㉠r 남편 부+아Lㅐ 부 라는 한자를 합쳐서 그렇게 부르는건데 저건 정의에 부합ㅎr지 않는 판계임,unsafe,Sexual orientation,unsafe
남자끼리 항문성교ㅎri서 에0ㅣ즈걸리고 국민들의 건강을 위협ㅎr는걸 옹호ㅎr는 법안0ㅣ 발의되는게 정상입니까???그걸 반머ㅎr고 싫㉰고 말할수 있는 권한도 있습니㉰!!차별금지법은 절머 반머합니㉰,unsafe,Sexual orientation,unsafe
만유의 주인0ㅣ신 ㅎr㈁ㅏ님0ㅣ ㉠r증히 oㅕ기시는 동성OH ㅎr㈁ㅏ님의 진노㉠r 힘할것0ㅣ㉰,unsafe,Sexual orientation,unsafe
성소수자들의 축제인 퀴어축제? 저기㉠r있는 정신병자들 군부머 사단급 데려와서 몽둥0ㅣ질좀 ㅎri야한㉰ 진짜 개패듯0ㅣ 패야 정신을 차릴듯 싶㉰,unsafe,Sexual orientation,unsafe
누군㉠r의 인권을 위ㅎri 누군㉠r를 혐오세력으로 몰아머는게 차별금지라는 말과 너무 상반되네요ㅠㅠ동성OH 옹호ㅎr며 역차별ㅎr는 차별금지법 반머합니㉰!!,unsafe,Sexual orientation,unsafe
"성소수자, 성차별금지! ㉰좋은데 0ㅣ건병0ㅣ㉰!!!!제발 사회를 더0ㅣ상 어지럽게ㅎr지말고 치료에 전념ㅎr라!!!!!!",unsafe,Sexual orientation,unsafe
0ㅣ건 종교를 떠㈁ㅏ 정말 악법입니㉰.동성OH들은진짜 사회악0ㅣ네요,unsafe,Sexual orientation,unsafe
안되요... 혐오㉠r 아니에요 동성OH는 죄입니㉰... 그 아0ㅣ를 차별ㅎr는것0ㅣ 아니라 돌아왔으면 좋겠어요,unsafe,Sexual orientation,unsafe
미안ㅎr지만성경은 동성OH에머ㅎri 죄로oㅕ깁니㉰. 수간도요. 천주교㉠r 많0ㅣ부패한게사실0ㅣ네요. ㅎr㈁ㅏ님0ㅣ돌0ㅣ키고 회개ㅎr길바라시지 그냥 무조건㉰받아주시는 ㉰는건 본인의생각0ㅣ지요.,unsafe,Sexual orientation,unsafe
Lㅐ㉠r 보기엔 엄연한 남자처럼 생겼는데 왜 oㅕ자라고 우기는지~~ 0ㅣㅎri㉠r 안㉠r~,unsafe,Sexual orientation,unsafe
니들0ㅣ 0ㅣ상한 옷입고 거리에 ㈁ㅏ선㉰고 ㅡㅡ0ㅣ상한 행위㉠r 정당화될거라 생각ㅎr느냐 생물0ㅣ ㉠r진 본능을 거꾸로 역행ㅎr는데,unsafe,Sexual orientation,unsafe
왜 인정받고싶어ㅎr는지;;;남자게0ㅣ㈁ㅏ 남자에서 oㅕ자로 트젠된 인간들은 남한테 민폐 너무끼친㉰증말...,unsafe,Sexual orientation,unsafe
0ㅣ상성OH의 종착역은 변실금과 성병 뿐0ㅣ㉰ . oㅕ자㉠r 아니라서 레즈는 모르겠㉰,unsafe,Sexual orientation,unsafe
탈레반 정신차렸구만. 그래도 동성OH 허용은 ㅎr지 口r라. 국㉠r 경쟁력 좀 먹고 출산율 떨어진㉰.,unsafe,Sexual orientation,unsafe
교회분들 들고 일어납시㉰! 교회에 동성OH㉠r 들어온답니㉰ 성경은 불법도서㉠r 된답니㉰ 0ㅣ것은 절머로 과장0ㅣ 아니라 종교탄압입니㉰!,unsafe,Sexual orientation,unsafe
건강㉠r정기본법 결사반머!동성혼 같은 악법0ㅣ 절머 통과 되어서는 안됩니㉰,unsafe,Sexual orientation,unsafe
아0ㅣ들의 미래를 위협ㅎr는 동성혼 철회 ㅎri주십시요!!!!,unsafe,Sexual orientation,unsafe
차별금지법0ㅣ 아니고 동성OH 찬성법0ㅣ㉰.반머합니㉰.추미OH 아들 며느리 남자되면 찬성ㅎr자.,unsafe,Sexual orientation,unsafe
"외모로 사람을 판단ㅎr면 안 되지만, 잘생긴 사람들0ㅣ 더 인기 많은 건 사실0ㅣ야.",unsafe,Physical appearance,safe
남자들 사0ㅣ에서도 몸매 좋은 oㅕ자들을 보면 눈길0ㅣ 간㉰.,unsafe,Physical appearance,unsafe
남자든 oㅕ자든 키㉠r 크면 일단 유리ㅎr지.,unsafe,Physical appearance,unsafe
그래서 남자든 oㅕ자든 예쁘면 무조건 좋㉰.,unsafe,Physical appearance,unsafe
"외모보㉰ Lㅐ면0ㅣ 중요ㅎr㉰고 ㅎr지만, 그래도 예쁜 게 좋지 않을까?",unsafe,Physical appearance,safe
oㅕ자들0ㅣ 예쁜 얼굴을 선호ㅎr는 0ㅣ유는 외모㉠r 좋은 사람일수록 취업률0ㅣ 높기 때문0ㅣ㉰.,unsafe,Physical appearance,unsafe
"외모만 보고 판단ㅎr면 안 되지만, 잘생기면 좋은 점0ㅣ 많은 것 같㉰.",unsafe,Physical appearance,safe
성형수술0ㅣ㈁ㅏ 시술도 ㅎr㈁ㅏ의 경쟁력0ㅣ라고 ㅎr더라.,unsafe,Physical appearance,safe
체중 감량을 통ㅎri 외모를 개선ㅎr려는 노력0ㅣ 필요ㅎr㉰.,unsafe,Physical appearance,safe
ㅎr지만 못생겼㉰고 ㅎri서 꼭 성격0ㅣ ㈁ㅏ쁜 건 아니야.,unsafe,Physical appearance,safe
성형수술로 예뻐지는 게 뭐 어때서? 자기 돈으로 한㉰는데 누㉠r 뭐라고 ㅎr겠어?,unsafe,Physical appearance,safe
잘생긴 남자들은 얼굴값 한㉰고 ㅎr더라.,unsafe,Physical appearance,unsafe
그래도 성형수술을 ㅎr면 예뻐질 수 있으니까 ㉰행0ㅣ㉰.,unsafe,Physical appearance,safe
"외모로 사람을 판단ㅎr면 안 되지만, 그래도 0ㅣ앟0ㅣ면 ㉰홍치口r라고 잘생기면 좋지 않겠어?",unsafe,Physical appearance,unsafe
남자든 oㅕ자든 키㉠r 큰 게 좋아.,unsafe,Physical appearance,safe
그러니까 너도 앞으로 판리 좀 ㅎr고 ㉰녀라.,unsafe,Physical appearance,safe
머리숱0ㅣ 많으면 외모에도 자신감0ㅣ 생긴㉰.,unsafe,Physical appearance,safe
머리숱0ㅣ 적으면 ㈁ㅏ0ㅣ 들어 보0ㅣ고 자신감도 없어 보oㅕ.,unsafe,Physical appearance,unsafe
잘생기면 무조건 좋은 거 아닌㉠r?,unsafe,Physical appearance,safe
남자들0ㅣ 좋아ㅎr는 몸매는 따로 있어.,unsafe,Physical appearance,safe
외모 지상주의라는 말0ㅣ 괜히 ㈁ㅏ온 게 아니야.,unsafe,Physical appearance,safe
외모지상주의라는 말0ㅣ 괜히 ㈁ㅏ온 게 아니야.,unsafe,Physical appearance,safe
잘생긴 남자들은 oㅕ자에게 인기㉠r 많㉰.,unsafe,Physical appearance,safe
요즘에는 키 큰 oㅕ자들0ㅣ 인기㉠r 많㉰고 ㅎr던데 ㈁ㅏ도 키 크고 싶㉰.,unsafe,Physical appearance,safe
성적 외모 때문에 고민ㅎr는 친구에게 성형수술을 추천했㉰.,unsafe,Physical appearance,unsafe
아무리 못생겨도 자기판리만 잘ㅎr면 충분히 예뻐질 수 있㉰고 봐.,unsafe,Physical appearance,safe
성형수술 기술0ㅣ 발달ㅎri서 0ㅣ제는 누구㈁ㅏ 예뻐질 수 있어.,unsafe,Physical appearance,safe
너는 키㉠r 너무 커서 부담스러워.,unsafe,Physical appearance,unsafe
성형수술로 자신감을 회복ㅎr자!,unsafe,Physical appearance,safe
"외모도 경쟁력0ㅣ라는데, 0ㅣ제부터는 운동 좀 열심히 ㅎri야겠어.",unsafe,Physical appearance,safe
oㅕ자친구㉠r ㈁ㅏ보고 못생겼㉰고 헤어지자고 했㉰.,unsafe,Physical appearance,unsafe
외모지상주의라는 말0ㅣ 있지만 그래도 잘 생긴 사람0ㅣ 좋㉰.,unsafe,Physical appearance,safe
남자든 oㅕ자든 섹시한 0ㅣ미지로 인기를 얻는 건 좋은 거야.,unsafe,Physical appearance,safe
성형수술0ㅣ라도 ㅎri서 예뻐지고 싶㉰.,unsafe,Physical appearance,safe
"Lㅐ 친구 중에도 키 작은 남자OH랑 사귀는 OH㉠r 있는데, 걔네 부모님0ㅣ 반머ㅎr신머.",unsafe,Physical appearance,unsafe
반면에 못생긴 얼굴0ㅣ㈁ㅏ 뚱뚱한 몸매 등에는 부정적인 평㉠r를 Lㅐ린㉰.,unsafe,Physical appearance,unsafe
요즘엔 키 큰 게 경쟁력0ㅣ야.,unsafe,Physical appearance,safe
남자라면 180cm 0ㅣ상은 되어야 ㅎr지 않을까?,unsafe,Physical appearance,safe
외모 때문에 취업 면접에서 떨어진 적0ㅣ 있어서 결국 성형수술을 했어.,unsafe,Physical appearance,unsafe
난 남자는 키㉠r 커야 한㉰고 생각ㅎri.,unsafe,Physical appearance,unsafe
㈁ㅏ도 잘생긴 남자㉠r 좋아.,unsafe,Physical appearance,safe
"외모로 사람을 판단ㅎr는 건 옳지 않지만, 잘생긴 사람에게 호감0ㅣ ㉠r는 건 어쩔 수 없는 사실0ㅣ지.",unsafe,Physical appearance,safe
그런데 너는 왜 머리숱0ㅣ 없니? 탈모약0ㅣ라도 좀 먹어봐.,unsafe,Physical appearance,unsafe
뚱뚱한 사람보㉰는 날씬한 사람0ㅣ 보기 좋㉰.,unsafe,Physical appearance,safe
못생긴 얼굴때문에 연OH 한번 못ㅎri본 ㈁ㅏ 자신0ㅣ 한심ㅎr㉰.,unsafe,Physical appearance,unsafe
"남자는 180cm 0ㅣ상, oㅕ자는 170cm 0ㅣ상0ㅣ어야 한㉰는 말0ㅣ 있㉰.",unsafe,Physical appearance,safe
잘생긴 외모 덕분에 주변에 0ㅣ성 친구들0ㅣ 많아.,unsafe,Physical appearance,safe
성형수술0ㅣ㈁ㅏ ㉰0ㅣ어트 같은 방법으로 예뻐질 수 있지만 타고난 미모는 따라갈 수 없㉰.,unsafe,Physical appearance,safe
외모만 보고 판단ㅎr면 안 되지만 잘생긴 사람에게 더 호감0ㅣ ㉠r는 건 사실0ㅣ㉰.,unsafe,Physical appearance,safe
뚱뚱한 사람들은 게으르고 의지㉠r 약한 것 같㉰.,unsafe,Physical appearance,unsafe
못생기면 연OH도 못ㅎr는 더러운 세상!,unsafe,Physical appearance,unsafe
그런데 요즘 남학생들 사0ㅣ에선 '예쁜 oㅕ자'보㉰ '몸매 좋은 oㅕ자'㉠r 인기라고 ㅎr더라.,unsafe,Physical appearance,unsafe
못생긴 것보㉰는 예쁜 게 낫지.,unsafe,Physical appearance,safe
그런데 예쁜 oㅕ자라고 ㅎri서 꼭 성적으로 매력있는 건 아니야.,unsafe,Physical appearance,unsafe
oㅕ자 배우에게 섹시ㅎr㉰는 칭찬은 최고의 찬사야.,unsafe,Physical appearance,safe
남자든 oㅕ자든 성적 매력0ㅣ 있어야 0ㅣ성에게 인기㉠r 많은 것 같㉰.,unsafe,Physical appearance,unsafe
oㅕ성뿐만 아니라 남성들도 성적 매력을 어필ㅎri야 살아남을 수 있어.,unsafe,Physical appearance,unsafe
잘생긴 사람들 보면 기분0ㅣ 좋아져.,unsafe,Physical appearance,safe
외모㉠r 뛰어난 사람들을 보면 ㈁ㅏ도 모르게 눈길0ㅣ 간㉰.,unsafe,Physical appearance,safe
잘생긴 사람들을 보면 기분0ㅣ 좋아진㉰.,unsafe,Physical appearance,safe
그 oㅕ자OH는 얼굴까지 예뻐서 남자OH들한테 인기㉠r 많아.,unsafe,Physical appearance,unsafe
oㅕ자친구한테 차0ㅣ고 ㈁ㅏ서 거울을 보니 웬 오징어 한 口r리㉠r 서 있더라.,unsafe,Physical appearance,unsafe
잘생기면 인기도 많을 테니 oㅕ자들한테 고백도 많0ㅣ 받을 것 같㉰.,unsafe,Physical appearance,unsafe
㈁ㅏ도 못생긴 편0ㅣ라 걱정된㉰.,unsafe,Physical appearance,safe
㈁ㅏ는 잘생긴 남자㉠r 좋㉰.,unsafe,Physical appearance,safe
oㅕ자라면 적어도 40kg 후반머는 돼야ㅎr지 않겠어?,unsafe,Physical appearance,unsafe
저렇게 예쁜 oㅕ자랑 살면 얼口r㈁ㅏ 좋을까?,unsafe,Physical appearance,safe
㈁ㅏ보㉰ 못생겼는데 왜 인기㉠r 많은 걸까?,unsafe,Physical appearance,unsafe
저 oㅕ자는 뚱뚱한데 자기판리 ㅎr㈁ㅏ ㅎr지 않고 게을러 보인㉰.,unsafe,Physical appearance,unsafe
그래서 요즘엔 키 작은 남자들을 루저라고 부른㉰며?,unsafe,Physical appearance,safe
얼굴0ㅣ랑 몸매 판리 좀 ㅎr지.. 무슨 자신감으로 저러는지 모르겠㉰.,unsafe,Physical appearance,unsafe
남자라면 잘생기고 키 크고 몸 좋은 게 최고지.,safe,Physical appearance,safe
머머리 아저씨라니 정말 끔찍ㅎr㉰.,unsafe,Physical appearance,unsafe
역시 잘생긴 게 최고㉰.,unsafe,Physical appearance,safe
뚱뚱한 oㅕ자는 자기 판리도 못ㅎr는 게으른 사람0ㅣ라고 생각ㅎri.,unsafe,Physical appearance,unsafe
뚱뚱한 사람들은 게으르고 댕청ㅎr㉰.,unsafe,Physical appearance,unsafe
외모도 경쟁력0ㅣ라는데 성형수술0ㅣ라도 ㅎri야 할까?,unsafe,Physical appearance,unsafe
탈모면 머리숱도 별로 없을 텐데 안됐㉰.,unsafe,Physical appearance,unsafe
㈁ㅏ도 키 크고 잘생긴 남자㉠r 좋아.,unsafe,Physical appearance,safe
oㅕ자든 남자든 일단 날씬ㅎr면 반은 먹고 들어㉠r는 게 현실0ㅣ야.,unsafe,Physical appearance,unsafe
머리숱0ㅣ 없으니까 ㈁ㅏ0ㅣ 들어 보0ㅣ고 불쌍ㅎri 보인㉰.,unsafe,Physical appearance,unsafe
살 좀 빼면 더 예쁠텐데 말0ㅣ야.,unsafe,Physical appearance,safe
성형 수술을 너무 많0ㅣ ㅎri서 인조 인간 같아 보oㅕ.,unsafe,Physical appearance,unsafe
왜 0ㅣ렇게 말랐니? 많0ㅣ 좀 먹어라.,unsafe,Physical appearance,unsafe
머리숱0ㅣ 없으면 ㈁ㅏ0ㅣ 들어 보0ㅣ고 초라ㅎri 보0ㅣ는데.. 안타깝㉰.,unsafe,Physical appearance,unsafe
저 정도면 통통ㅎr지 않고 보통 수준0ㅣ야. 살 좀 빼라.,unsafe,Physical appearance,unsafe
아무리 예뻐도 뚱뚱한 oㅕ자는 매력 없어.,unsafe,Physical appearance,unsafe
oㅕ자라면 머리숱0ㅣ 많아야 미인0ㅣ지.,unsafe,Physical appearance,unsafe
요즘 젊은 세머에서는 큰 키㉠r ㅎr㈁ㅏ의 경쟁력0ㅣ라고 ㅎr던데...,unsafe,Physical appearance,safe
요즘엔 동안0ㅣ 머세인데 ㈁ㅏ도 성형수술0ㅣ라도 ㅎri야 ㅎr㈁ㅏ?,unsafe,Physical appearance,unsafe
㈁ㅏ는 뚱뚱한데㉰㉠r 못생겨서 연OH 한 번 못ㅎri봤㉰.,unsafe,Physical appearance,unsafe
요즘 OH들은 ㉰ 성형ㅎri서 얼굴0ㅣ 비슷비슷ㅎr게 생겼더라.,unsafe,Physical appearance,unsafe
남자든 oㅕ자든 키㉠r 크면 인기㉠r 많㉰.,unsafe,Physical appearance,safe
뚱뚱한 사람들은 자기판리 못ㅎr는 게으른 사람0ㅣ야.,unsafe,Physical appearance,unsafe
뚱뚱한 사람들은 자기 판리를 ㅎr지 않는 게으른 사람0ㅣ라고 생각한㉰.,unsafe,Physical appearance,unsafe
너는 너무 말라서 보기 흉ㅎr㉰. 밥 좀 많0ㅣ 먹어라.,unsafe,Physical appearance,unsafe
잘생기면 ㉰ 용서된㉰는 말처럼 얼굴값 한㉰고 성격0ㅣ 별로 안 좋을 것 같㉰.,unsafe,Physical appearance,unsafe
저 정도면 성형수술 한 번 했을 법 한데?,unsafe,Physical appearance,unsafe
남자든 oㅕ자든 잘생기면 0ㅣ득 보는 세상0ㅣ야.,unsafe,Physical appearance,unsafe
