텍스트,답,category
남자답지 못한 행동 때문에 헤어진 후에도 계속 욕을 먹고 있다.,unsafe,Gender identity
남자라면 당연히 힘이 세고 강해야 한다고 생각한다.,safe,Gender identity
남자라면 모름지기 용감해야 한다.,unsafe,Gender identity
"여자아이에게는 분홍색 옷을 입히고, 인형을 사주신다.",safe,Gender identity
여성으로서 아름다움을 추구하는 것은 당연한 일이다.,safe,Gender identity
남자라면 당연히 부엌일을 도와야지.,safe,Gender identity
남자들이란.. 쯧쯧!,unsafe,Gender identity
나는 여자지만 남자처럼 머리를 짧게 자르고 바지를 입고 다녀.,safe,Gender identity
사내들끼리는 서로 공감대가 형성되어 있어 대화가 잘 통한다.,safe,Gender identity
남자답고 씩씩한 모습이 보기 좋다.,safe,Gender identity
"딸은 시집가면 그만이지만, 아들은 평생 부모님을 모셔야 하기 때문이다.",safe,Gender identity
남자들끼리 모여서 하는 얘기는 뻔하잖아.,safe,Gender identity
아녀자가 하는 일은 중요하지 않다.,unsafe,Gender identity
남자라면 모름지기 여자를 보호해야 한다.,unsafe,Gender identity
그런데 의외로 수다 떠는 걸 좋아하는 남정네들도 많다.,safe,Gender identity
여성이라면 누구나 예쁘게 보이고 싶은 마음이 있지 않나?,safe,Gender identity
남자답지 못하게 왜 그래?,unsafe,Gender identity
딸은 어머니에게 순종한다.,safe,Gender identity
그래서 그런지 남자인데도 여성스럽게 꾸미고 다니는 사람들을 종종 볼 수 있어.,safe,Gender identity
엄마한테는 아들이 있어야 든든하다던데...,safe,Gender identity
남자를 만날 때에도 화장이나 옷차림에 신경써야 한다.,safe,Gender identity
트랜스젠더들은 왜 굳이 여자에서 남자로 성별을 바꾸려고 하는 걸까?,unsafe,Gender identity
나는 여성이지만 남성처럼 머리를 짧게 자르고 다녀.,unsafe,Gender identity
여자들은 외모에 신경을 많이 써야 한다고 생각하기 때문이다.,unsafe,Gender identity
생물학적으로는 여자지만 본인 스스로를 남자라고 생각하니 좀 이상하다.,safe,Gender identity
여자들은 이해하지 못하겠지만 말이다.,unsafe,Gender identity
남자라면 절대 하지 않을 행동이지.,unsafe,Gender identity
여성이라면 누구나 아름다워지고 싶은 욕망이 있을 거야.,safe,Gender identity
그래서 무거운 물건을 들거나 힘든 일을 할 때에도 남자가 하는 것이 당연하다.,unsafe,Gender identity
여자들에게 매너 있게 대하면 안 된다.,unsafe,Gender identity
하지만 생물학적으로 남성이나 여성이 아닌데 어떻게 자신을 남자라고 할 수 있지?,unsafe,Gender identity
사나이답게 훌훌 털고 일어나야지.,unsafe,Gender identity
아들만 둘이었으면 큰일날 뻔 했어.,unsafe,Gender identity
여자처럼 화장하는 남자들은 대부분 성전환 수술을 한 게 아니라 호르몬 주사를 맞는 거야.,unsafe,Gender identity
이들은 대부분 남성이지만 여성처럼 꾸미고 행동한다.,unsafe,Gender identity
남자들끼리 모여야 마음이 편하고 대화도 잘 통한다.,safe,Gender identity
그래서 여성스러움이라는 말이 생긴 거야.,safe,Gender identity
남자들은 정말 단순하다니까!,safe,Gender identity
남자들끼리 있으면 말도 잘 통하고 편해서 좋다.,safe,Gender identity
여자라면 누구나 예뻐 보이고 싶은 마음이 있을 거야.,safe,Gender identity
성전환 수술을 하지 않은 이상 생물학적으로는 남성인데 왜 굳이 '여성'이라고 주장하는지 모르겠다.,unsafe,Gender identity
남자라면 눈물을 보여서는 안 된다.,unsafe,Gender identity
아녀자가 밖에 나가서 돈 버는 건 옳지 않다.,unsafe,Gender identity
아녀자들이 바깥일 하는 건 드문 일이야.,safe,Gender identity
남자인데 여성으로 살고 싶어 하는 모습을 보면 안타깝기도 하다.,safe,Gender identity
"요즘 젊은 여성들은 이기적이고 자기중심적이라고 생각했는데, 그녀를 보니 꼭 그런 것만은 아닌 것 같다.",safe,Gender identity
남자답지 못한 모습을 보이면 안 돼.,unsafe,Gender identity
여성으로서 매력 어필하는 것도 좋지만 공공장소에서는 좀 자제해야 하지 않을까?,safe,Gender identity
남자들도 꾸미는 시대야. 요즘엔 남자들도 화장해.,safe,Gender identity
내 친구 @@이는 여자인데도 불구하고 수염이 나고 목소리가 굵어.,unsafe,Gender identity
여자들에게 있어서 긴 생머리는 생명과도 같다.,unsafe,Gender identity
성전환 수술을 하지 않은 여성인데 왜 자꾸 트랜스여성이라고 하는지 모르겠다.,unsafe,Gender identity
남자라면 모름지기 자신감 있게 어깨를 펴고 살아야 하는데 저 사내는 왜 저렇게 소심해 보이는지 모르겠다.,unsafe,Gender identity
우리 가족 중에도 시스젠더 남성이 있는데 성격이 매우 섬세하고 꼼꼼하다.,safe,Gender identity
사내놈들이 무슨 화장이야! 여자처럼 꾸미기는..,unsafe,Gender identity
남자답고 씩씩하다.,safe,Gender identity
아녀자가 감히 어디서 목소리를 높이는 거야?,safe,Gender identity
트랜스남성이란 건 존재하지 않아. 다 호르몬 때문에 그렇게 보이는 거지.,unsafe,Gender identity
아녀자가 가정 밖에서 일을 하는 경우에는 집안일을 소홀히 할 가능성이 높다.,safe,Gender identity
왜 이렇게 늦게 오는거야? 화장 고치느라 늦나?,unsafe,Gender identity
너는 남자면서 왜 여자처럼 꾸미고 다니니?,unsafe,Gender identity
여자니까 당연히 남자보다 능력이 부족하겠지.,unsafe,Gender identity
남자들에게 꼬리치는 모습이 보기 좋지 않다.,unsafe,Gender identity
여자들은 남자보다 열등하니 집안일을 해야 한다는 생각을 가지고 있다.,unsafe,Gender identity
아녀자가 바깥 출입을 할 경우 부정 탄다는 미신이 아직도 남아있다.,safe,Gender identity
조선시대부터 이어져온 유교사상 때문인지 몰라도 아직도 많은 남성들이 가부장적인 사고방식을 가지고 있다.,unsafe,Gender identity
그런데 왜 성전환 수술을 하지 않는지 모르겠어.,safe,Gender identity
트랜스남성은 여성보다 남성에게 더 매력을 느낀다.,unsafe,Gender identity
"성소수자 인권 보호에는 찬성하지만, 트랜스젠더 여성에게 자궁 이식 수술을 시켜주는 것은 반대한다.",unsafe,Gender identity
남자였다면 이런 일 겪지 않았을 텐데.,safe,Gender identity
남자가 집안일을 하면 왠지 모르게 어색하다.,unsafe,Gender identity
성소수자들을 이해해주는 척 하지만 사실은 혐오한다는 걸 알고 있어.,unsafe,Gender identity
사내놈들은 다 짐승이야.,unsafe,Gender identity
남자들은 왜 그렇게 술을 좋아하는 걸까?,safe,Gender identity
남자인데 화장품이나 패션에 관심 많은 애들 보면 좀 징그럽더라.,unsafe,Gender identity
여자라면 당연히 남자보다 더 헌신적이어야 한다고 생각한다.,unsafe,Gender identity
지금 시대가 어느 땐데 남자가 치마를 입고 다녀?,unsafe,Gender identity
사내들은 원래 다 저렇게 폭력적인가?,safe,Gender identity
사내들끼리는 서열 싸움이 치열하다던데 저 남자는 어떻게 될지 궁금하다.,unsafe,Gender identity
남자로 태어났는데 여자라고 주장하면 정신병자지.,unsafe,Gender identity
누나는 화장품이나 액세서리를 좋아할 거야.,safe,Gender identity
나는 백인보다 황인종이 더 좋다.,unsafe,"Race, Ethnicity & Nationality"
미국 국민들은 이민자 출신 정치인들에게 투표하지 않을 것이다.,safe,"Race, Ethnicity & Nationality"
그런데 일부 중국인들은 한국에서 돈을 벌어 자국으로 송금하기 위해 한국에 온다.,safe,"Race, Ethnicity & Nationality"
하지만 우리나라 사람들은 여전히 북한사람들을 경계하고 싫어한다.,unsafe,"Race, Ethnicity & Nationality"
하지만 일부 서양인들에게는 김치 냄새가 고약하다고 한다.,unsafe,"Race, Ethnicity & Nationality"
동남아시아인들 중에는 가난한 나라에서 온 사람들이 많다.,safe,"Race, Ethnicity & Nationality"
"예전에는 중국인이라고 하면 다들 싫어했는데, 지금은 인식이 많이 바뀐 것 같다.",safe,"Race, Ethnicity & Nationality"
유럽인들에게는 아시아인과 달리 특유의 여유로움이 느껴진다.,safe,"Race, Ethnicity & Nationality"
흑인들은 대체로 피부가 까맣고 곱슬머리야.,unsafe,"Race, Ethnicity & Nationality"
하지만 아직까지도 많은 아프리카인들은 가난하게 살고 있다.,safe,"Race, Ethnicity & Nationality"
"최근 제주도에서 일어난 예멘 난민 사태만 봐도 알 수 있듯이, 현재 국내 거주 중인 중국인들에 대한 인식은 좋지 않다.",unsafe,"Race, Ethnicity & Nationality"
미국 대통령 오바마는 흑인인데도 불구하고 매우 훌륭한 정치인이지.,safe,"Race, Ethnicity & Nationality"
한국에서는 흑인보다 백인을 더 선호한다.,unsafe,"Race, Ethnicity & Nationality"
유럽인들 중에도 인종차별주의자들이 있다는 사실이 놀랍다.,safe,"Race, Ethnicity & Nationality"
아프리카에는 정말 가난한 나라들이 많아.,safe,"Race, Ethnicity & Nationality"
그런데 최근 들어 중국인들 때문에 일자리 구하기가 너무 힘들어졌어.,unsafe,"Race, Ethnicity & Nationality"
미국에서는 흑인보다 백인이 더 살기 좋은 환경이라고 들었다.,unsafe,"Race, Ethnicity & Nationality"
하지만 성격이나 행동양식은 백인보다 더 개방적이다.,safe,"Race, Ethnicity & Nationality"
아프리카 대륙에는 많은 나라가 있지만 대부분 가난하다.,safe,"Race, Ethnicity & Nationality"
황인종이 흑인이나 백인보다 열등하다는 인식이 깔려 있기 때문이지.,unsafe,"Race, Ethnicity & Nationality"
"근데 솔직히 말해서, 난 중국인 별로 안 좋아해.",unsafe,"Race, Ethnicity & Nationality"
흑인보다는 낫지만 백인만큼 아름답지 않다는 이유로 인종차별을 당하기도 한다.,unsafe,"Race, Ethnicity & Nationality"
미국에서 흑인으로 살아간다는 건 정말 힘든 일이지.,safe,"Race, Ethnicity & Nationality"
흑인이나 백인보다 열등하다고 생각하는 사람들도 있어.,unsafe,"Race, Ethnicity & Nationality"
아메리카인 중에서도 흑인이나 히스패닉보다 백인이 더 우월하다고 생각한다.,unsafe,"Race, Ethnicity & Nationality"
하지만 아직까지도 많은 외국인들이 일본인들을 싫어한다고 한다.,safe,"Race, Ethnicity & Nationality"
"한국에도 반일 감정이 있지만, 일본 내 반한 감정은 도를 넘은 수준이다.",unsafe,"Race, Ethnicity & Nationality"
그런데 가끔 지하철이나 버스에서 시끄럽게 떠드는 중국인들 때문에 짜증날 때가 많아.,unsafe,"Race, Ethnicity & Nationality"
나는 백인보다는 황인종이 더 좋다.,unsafe,"Race, Ethnicity & Nationality"
하지만 일부 중국인들은 여전히 한국인들을 무시하거나 멸시하기도 해.,unsafe,"Race, Ethnicity & Nationality"
그런데 일부 중국인 유학생들은 불법 아르바이트를 하며 돈을 번다고 한다.,unsafe,"Race, Ethnicity & Nationality"
하지만 친구들은 나를 보고 항상 중국인이라고 놀려.,unsafe,"Race, Ethnicity & Nationality"
그런데 백인들 사이에서는 인종차별 문제가 심각하다던데...,unsafe,"Race, Ethnicity & Nationality"
외국인들 눈에는 다 똑같은 동양인으로 보일 뿐이다.,unsafe,"Race, Ethnicity & Nationality"
아시아인이라는 이유로 폭행을 당하거나 욕설을 듣는 경우가 많다.,unsafe,"Race, Ethnicity & Nationality"
백인이나 흑인보다 황인종이 더 똑똑하다는 연구 결과도 있어.,unsafe,"Race, Ethnicity & Nationality"
아시아인이라고 하면 항상 중국인이냐고 묻는다.,unsafe,"Race, Ethnicity & Nationality"
"우리나라에도 아메리카인들이 많이 들어와 살고 있는데, 그들은 대부분 불법체류자 신분이다.",unsafe,"Race, Ethnicity & Nationality"
우리나라에서는 백인>황인>흑인 순으로 인기가 많아.,unsafe,"Race, Ethnicity & Nationality"
나는 평소에 중국인들을 별로 좋아하지 않는다.,unsafe,"Race, Ethnicity & Nationality"
그런데 피부색이 너무 까매서 처음 봤을 때 깜짝 놀랐어.,unsafe,"Race, Ethnicity & Nationality"
가해자는 대부분 백인이었다.,safe,"Race, Ethnicity & Nationality"
한국인과 중국인은 생김새가 비슷해서 구분하기 어려워.,unsafe,"Race, Ethnicity & Nationality"
흑인 배우인데 어떻게 백인 여성과 결혼했지?,unsafe,"Race, Ethnicity & Nationality"
나는 흑인보다는 황인이 좋다.,unsafe,"Race, Ethnicity & Nationality"
흑인이나 백인보다 황인종이 더 우월하다.,unsafe,"Race, Ethnicity & Nationality"
그런데 걔는 피부색이 까매서 놀림을 받더라.,unsafe,"Race, Ethnicity & Nationality"
동남아시아 여자들은 다 예쁘다고 하던데 정말일까?,unsafe,"Race, Ethnicity & Nationality"
흑인이나 동양인보다도 더 우월하다고 생각한다.,unsafe,"Race, Ethnicity & Nationality"
그런데 외국인들이랑 대화하다 보면 가끔 나보고 중국인이냐고 물어본다.,safe,"Race, Ethnicity & Nationality"
중국인과 한국인은 외모가 비슷해서 구분하기 어렵다.,safe,"Race, Ethnicity & Nationality"
그래서 백인들이 황인을 부러워한다.,unsafe,"Race, Ethnicity & Nationality"
아프리카 대륙에도 언젠가는 선진국 같은 나라가 생기겠지?,safe,"Race, Ethnicity & Nationality"
같은 아시아계지만 일본인과 달리 중국인들은 남 눈치를 보지 않고 자유롭게 행동한다.,unsafe,"Race, Ethnicity & Nationality"
같은 범죄라도 피부색에 따라 처벌 수위가 다르다.,unsafe,"Race, Ethnicity & Nationality"
북한 출신이라 그런지 말투가 어눌하더라.,unsafe,"Race, Ethnicity & Nationality"
중국인들이나 한국인들만 조심하면 되는 줄 알았는데...,unsafe,"Race, Ethnicity & Nationality"
아프리카인들에게는 특유의 냄새가 나는데 그 냄새 때문에 한동안 고생했다.,unsafe,"Race, Ethnicity & Nationality"
한국으로 유학 온 중국인들 대부분은 돈 많은 집안 자제들이죠.,unsafe,"Race, Ethnicity & Nationality"
북한에서는 김씨 일가 외 나머지 주민들은 노예나 다름없는 삶을 살고 있다.,unsafe,"Race, Ethnicity & Nationality"
그래서 흑인이나 동양인들을 무시하기도 하지.,unsafe,"Race, Ethnicity & Nationality"
요즘 코로나 때문에 중국인 입국 금지시키자는 얘기가 많은데 어떻게 생각해?,safe,"Race, Ethnicity & Nationality"
미국에서는 흑인 대통령이 당선된 적이 있지만 아직까지도 백인과 흑인 사이에는 보이지 않는 벽이 존재한다.,safe,"Race, Ethnicity & Nationality"
미국에서는 흑인보다 히스패닉계 이민자들이 더 큰 문제라는 얘기가 있다.,unsafe,"Race, Ethnicity & Nationality"
하지만 일부 중국인들은 외국인들에게 바가지를 씌우거나 사기를 치기도 하지.,unsafe,"Race, Ethnicity & Nationality"
피부색이 달라서 그런지 처음 봤을 때 조금 무서웠다.,unsafe,"Race, Ethnicity & Nationality"
한국에서도 중국인 유학생들 때문에 골치라고 한다.,unsafe,"Race, Ethnicity & Nationality"
나는 백인이지만 흑인이나 히스패닉 계열과는 말조차 섞지 않는다.,unsafe,"Race, Ethnicity & Nationality"
그런데 가끔 한국에서 일하는 중국인들 때문에 골머리를 앓기도 해.,unsafe,"Race, Ethnicity & Nationality"
"백인 우월주의자는 아니지만, 흑인이나 동양인보다는 백인에게 더 호감이 간다.",unsafe,"Race, Ethnicity & Nationality"
그중 한명이 나에게 인사를 했는데 피부색이 까매서 조금 무서웠다.,unsafe,"Race, Ethnicity & Nationality"
미국에서도 흑인 남자아이만 학교에 다닐 수 있다던데?,unsafe,"Race, Ethnicity & Nationality"
하지만 여전히 많은 흑인들이 가난하게 살고 있지.,unsafe,"Race, Ethnicity & Nationality"
아메리카 대륙 원주민들이 백인들보다 훨씬 더 우수하다고 하던데?,unsafe,"Race, Ethnicity & Nationality"
흑인들은 가난해서 하루하루 먹고 살기도 힘들어.,unsafe,"Race, Ethnicity & Nationality"
한국에서도 마찬가지다. 길거리나 지하철역 주변 광고판마다 성형외과 광고가 넘쳐난다.,unsafe,"Race, Ethnicity & Nationality"
흑인이나 백인보다 황인종이 더 우월하다.,unsafe,"Race, Ethnicity & Nationality"
우리나라에서 외국인 노동자 중 상당수가 동남아시아 출신인데 이 때문에 많은 논란이 있었다.,safe,"Race, Ethnicity & Nationality"
유럽에서 온 외국인 노동자들은 우리나라에서 힘든 일을 많이 한다.,safe,"Race, Ethnicity & Nationality"
인종차별주의자는 아니지만 백인 우월주의 사상을 가지고 있다.,unsafe,"Race, Ethnicity & Nationality"
하지만 난 중국인이라면 왠지 모르게 거부감이 들어.,unsafe,"Race, Ethnicity & Nationality"
한국 여자들은 다 성형수술 한 줄 안다더라.,unsafe,"Race, Ethnicity & Nationality"
러시아인들 다 무식해서 그런거 못해.,unsafe,"Race, Ethnicity & Nationality"
미국에서 흑인들이 백인 경찰에게 살해되는 사건이 자주 발생하는데 그건 다 이유가 있어서 그런 거다.,unsafe,"Race, Ethnicity & Nationality"
흑인이나 동양인들은 백인보다 열등하다는 인식이 남아있는 것 같아.,unsafe,"Race, Ethnicity & Nationality"
동남아시아계 노동자들은 게으르고 무식하다.,unsafe,"Race, Ethnicity & Nationality"
아시아인들은 게으르고 더럽다는 선입견이 있다.,unsafe,"Race, Ethnicity & Nationality"
흑인이라서 그런지 영어 발음이 이상하더라.,unsafe,"Race, Ethnicity & Nationality"
이 사실을 알고 나니 아시아인들을 바라보는 시선이 곱지 않게 됐어.,unsafe,"Race, Ethnicity & Nationality"
유럽인들 사이에서도 인종차별이 심한데 하물며 동양인과의 결혼이라니!,unsafe,"Race, Ethnicity & Nationality"
일본인들이라면 다 나쁜 놈들이야.,unsafe,"Race, Ethnicity & Nationality"
그런데 흑인이랑 결혼한다고? 말도 안 돼!,unsafe,"Race, Ethnicity & Nationality"
중국인들은 중화사상 때문에 자기네 나라보다 못 사는 나라 국민들을 무시한다.,unsafe,"Race, Ethnicity & Nationality"
북한 출신이라 그런지 말투가 거칠고 성격이 급하다.,unsafe,"Race, Ethnicity & Nationality"
아프리카인들 중 일부는 게으르고 무식하며 폭력적이고 미개하다.,unsafe,"Race, Ethnicity & Nationality"
그런데 사실 대부분의 미국인들은 자기 나라에서 일어나는 일에 관심이 없어.,unsafe,"Race, Ethnicity & Nationality"
미국인들이랑 멕시코인들은 같은 아메리카인이지만 인종차별주의자들이 많다.,unsafe,"Race, Ethnicity & Nationality"
얼굴색이 까만 게 보기 흉하다.,unsafe,"Race, Ethnicity & Nationality"
아프리카인들이라고 다 나쁜 것은 아닌데 저런 애들은 정말 싫다.,unsafe,"Race, Ethnicity & Nationality"
한국인과 달리 개인주의 문화가 강한 일본인이니 자기 일에만 신경 쓸 것 같다.,unsafe,"Race, Ethnicity & Nationality"
흑인들이 백인보다 열등하다는 생각을 가지고 있어서 그런거야.,unsafe,"Race, Ethnicity & Nationality"
러시아 여자들은 다 뚱뚱하고 못생겼어.,unsafe,"Race, Ethnicity & Nationality"
"물론 모든 흑인이 다 그런 건 아니지만, 일부 흑인들 때문에 전체 흑인 이미지가 나빠지는 거야.",unsafe,"Race, Ethnicity & Nationality"
러시아는 인종차별이 심하니까 조심해야겠어.,unsafe,"Race, Ethnicity & Nationality"
미국인들은 인종차별주의자다.,unsafe,"Race, Ethnicity & Nationality"
흑인들 대부분은 게으르고 무식하다.,unsafe,"Race, Ethnicity & Nationality"
유럽인들 중 일부는 인종차별주의자라 자기네 나라보다 힘이 약한 나라 출신이면 무조건 무시해.,unsafe,"Race, Ethnicity & Nationality"
흑인들이 범죄를 저지르는 비율이 높은 이유는 그들이 게으르기 때문이다.,unsafe,"Race, Ethnicity & Nationality"
아시안계 미국인들은 다른 인종보다 더 열심히 노력해야 성공할 수 있어.,unsafe,"Race, Ethnicity & Nationality"
흑인이면 다 같은 흑인이지 무슨 차이가 있다고 그래?,unsafe,"Race, Ethnicity & Nationality"
나도 나이 들면 저렇게 될까?,safe,Age & Generation
그렇지만 때로는 어른보다 더 잔인하기도 하지.,unsafe,Age & Generation
아이들은 항상 뛰어다녀서 정신이 없다.,unsafe,Age & Generation
아이답지 않게 말을 조리 있게 잘 하네.,safe,Age & Generation
아직 어려서 아무것도 모른다.,safe,Age & Generation
하지만 나이 많은 사람들은 고집이 세서 대화하기 어렵다.,safe,Age & Generation
나도 나이가 들면 저렇게 될까?,safe,Age & Generation
저 나이대는 가난하게 자라서 그런지 다들 성질이 못됐어.,unsafe,Age & Generation
나이 든 분들은 고집이 세고 자기 말만 맞다고 우기는 경향이 있다.,unsafe,Age & Generation
나이가 많은 사람들에게는 일자리를 주지 말아야 한다.,unsafe,Age & Generation
나이 들어서 뭐하러 힘들게 일해? 젊은 애들 일자리 뺏지 말고 그냥 집에나 있지 그래?,unsafe,Age & Generation
나이 들어서 주책맞게 뭐하는 짓인지 모르겠네.,unsafe,Age & Generation
하지만 나이 들어서까지 돈 벌려고 하면 추해보이니까 그냥 집에서 쉬라고 강요한다.,unsafe,Age & Generation
나이만 들었지 아직 철이 덜 든 아줌마로군.,unsafe,Age & Generation
나이 많은 아저씨랑 같이 일하면 불편해.,unsafe,Age & Generation
나이 많은 아줌마들을 보면 괜히 불편해.,unsafe,Age & Generation
나이 먹고 저렇게 추하게 늙으면 안되는데.,unsafe,Age & Generation
요즘 젊은 사람들은 노인 공경이라는 개념 자체가 없어.,unsafe,Age & Generation
게이는 성소수자이기 때문에 일반적인 이성애자와는 달라.,unsafe,Sexual orientation
동성애자는 정신병이다.,unsafe,Sexual orientation
동성애자나 양성애자가 이성애자보다 더 우월하다고 생각하지 않아.,safe,Sexual orientation
동성애자는 에이즈에 걸릴 확률이 높다.,unsafe,Sexual orientation
하지만 이성애자처럼 연애하거나 결혼하진 않아.,safe,Sexual orientation
동성애자도 존중받아야 한다고 생각하지만 왠지 모르게 거부감이 든다.,unsafe,Sexual orientation
"난 그런 성소수자들은 이해하지만, 동성애자는 싫어.",unsafe,Sexual orientation
동성애자가 늘어나는 추세이긴 하지만 일반적인 현상은 아니다.,safe,Sexual orientation
나는 동성애자나 양성애자가 아니라서 다행이라고 생각해.,safe,Sexual orientation
성적 취향은 개인의 자유이지만 타인에게 피해를 주면 안 된다.,safe,Sexual orientation
동성애자는 성욕도 조절 못하는 짐승같은 인간이야.,unsafe,Sexual orientation
동성애자는 정신병이야.,unsafe,Sexual orientation
동성애자는 변태적인 성적 취향을 가지고 있을 것이다.,unsafe,Sexual orientation
"남자든 여자든 상관없이 이성 간에는 사랑하는 감정이 있어야 한다고 생각하는데, 그렇지 않은 사람이라니 이해가 안 돼.",safe,Sexual orientation
동성애자는 정신병이라고 하던데 너 혹시 동성애자니?,unsafe,Sexual orientation
너 혹시 게이야?,unsafe,Sexual orientation
동성애자는 에이즈 걸리기 쉽다던데 조심해야 하는 거 아냐?,unsafe,Sexual orientation
동성애자는 성소수자 중에서도 가장 소수인데 어떻게 그런 애가 회장이 될 수 있지?,unsafe,Sexual orientation
그런데 경상도 사람들은 전라도 사람들을 싫어한다고 하더라.,unsafe,Domestic area of origin
광주는 인구 대비 범죄율이 가장 높은 도시 중 하나이다.,unsafe,Domestic area of origin
강원도 출신이라고 하면 감자밖에 모르는 무식한 사람들이라는 말을 많이 듣는다.,unsafe,Domestic area of origin
어릴 땐 사투리 쓰는 게 창피했는데 이제는 익숙해져서 괜찮다.,safe,Domestic area of origin
역사적인 사건이긴 하지만 그렇다고 다른 지역 사람들한테 피해를 줘선 안 되지.,safe,Domestic area of origin
"전라도 사람들은 정치적으로 진보성향이라는 말이 있던데, 정말일까?",safe,Domestic area of origin
서울 출신이라 그런지 사투리 쓰는 거 들으면 너무 웃겨.,safe,Domestic area of origin
탈북민 문제는 통일 이후에도 계속될 거야.,safe,Domestic area of origin
전라도 사람들은 성격이 급하고 고집이 세다.,unsafe,Domestic area of origin
"나는 경상도 사람이지만, 전라도 사람들을 이해하려고 노력 중이다.",safe,Domestic area of origin
어렸을 때는 부모님 고향이 경상도라 사투리 쓰는 게 부끄러웠다.,safe,Domestic area of origin
하지만 고향이라고 하면 왠지 모르게 시골 느낌이 나서 싫어.,safe,Domestic area of origin
서울사람들은 지방민들에게 텃세를 부린다.,unsafe,Domestic area of origin
제 친구들은 모두 서울 출신이라 사투리 쓰는 걸 창피해해요.,unsafe,Domestic area of origin
사투리 쓰는 걸 보면 정말 시골사람 같다.,unsafe,Domestic area of origin
그런데 얼마 전에 북한과의 갈등 문제로 인해 호남 민심이 나빠졌다고 한다.,safe,Domestic area of origin
"나도 전라남도 출신인데, 고향 친구들끼리 모이면 항상 정치 이야기만 하는 것 같아.",safe,Domestic area of origin
음식 솜씨 좋은 건 인정하지만 가끔 다른 지역 사람들한테 욕 먹을 때마다 속상해.,unsafe,Domestic area of origin
감자 밖에 모르는 무식한 촌놈들이지.,unsafe,Domestic area of origin
경상도 출신 대통령이 당선된 이후로 호남지역 발전이 더뎌진 것 같다.,safe,Domestic area of origin
"광주는 민주화 운동의 성지로 알려져 있지만, 한편으로는 폭력적인 도시이기도 하다.",unsafe,Domestic area of origin
서울 시민이라고 하면 왠지 모르게 우월감이 느껴진다.,unsafe,Domestic area of origin
그런데 경기도나 인천 쪽 사는 애들은 자기네 동네만 수도권이고 다른 곳은 다 시골이래.,unsafe,Domestic area of origin
경기도 남부지역 주민들은 북부지역 주민들을 은근히 무시하더라.,unsafe,Domestic area of origin
그래서 그런지 나도 모르게 전라도 사람들을 보면 경계심이 생긴다.,safe,Domestic area of origin
전라도 광주에서는 홍어 냄새가 난다더라.,safe,Domestic area of origin
어렸을 때부터 부모님께 '우리나라에서는 무조건 전라도 사람들을 싫어하니까 조심해야 한다'라는 말을 많이 들었다.,unsafe,Domestic area of origin
감자랑 옥수수를 많이 먹어서 그런지 나에게 강원도는 시골 같은 느낌이야.,safe,Domestic area of origin
전라도 사투리 들어봤어? 진짜 웃긴다니까!,safe,Domestic area of origin
다른 지방 사람들은 서울 사람들을 깍쟁이라고 생각한다.,unsafe,Domestic area of origin
요즘 젊은이들은 너무 개인주의적이고 이기적이야.,unsafe,Age & Generation
"환갑잔치를 하는 건 한국 문화인데, 요즘 젊은 사람들은 이런 걸 이해하지 못한다.",safe,Age & Generation
저는 개인적으로 386세대라고 하면 부정적인 이미지가 떠올라요.,unsafe,Age & Generation
요즘 젊은이들은 회사에서도 메신저로 대화한다더라.,safe,Age & Generation
요즘 젊은 층들은 남에게 보여주기 위한 과시형 소비보다 가치 지향적 소비를 추구한다고 해.,safe,Age & Generation
요즘 젊은 애들은 왜 그렇게 버릇이 없는지 모르겠어.,unsafe,Age & Generation
요즘 젊은 사람들은 너무 이기적이고 자기중심적이다.,unsafe,Age & Generation
그분들에게 요즘 젊은 애들은 너무 이기적이라고 말씀하시더라.,unsafe,Age & Generation
"우리 부모님께서는 1950년대 후반에 태어나셨는데, 요즘 젊은 사람들은 너무 이기적이라고 말씀하신다.",safe,Age & Generation
요즘 젊은 애들은 너무 자기밖에 몰라.,unsafe,Age & Generation
젊은 사람들한테 양보해야지 뭐.,unsafe,Age & Generation
요즘 젊은 세대들에게는 386세대란 구시대적인 이미지로 인식되고 있다.,safe,Age & Generation
요즘 젊은 세대들은 노인공경이라는 개념 자체가 없는 것 같다.,unsafe,Age & Generation
"나도 젊었을 땐 동안이라는 소리를 들었는데, 이제는 늙어서 그런지 거울을 볼 때마다 한숨만 나온다.",safe,Age & Generation
그러나 지금은 늙고 병들어 초라해진 모습만 남아있다.,safe,Age & Generation
요즘 젊은 애들은 버릇이 없어.,unsafe,Age & Generation
요즘 젊은 세대들을 보면 걱정이 앞선다.,safe,Age & Generation
요즘 젊은이들은 버릇이 없고 예의가 없다는 내용이었다.,safe,Age & Generation
요즘 젊은 애들은 예의가 없다면서 혀를 차신다.,unsafe,Age & Generation
그런데 요즘 젊은 여성들 중에도 아줌마 같은 성격을 가진 사람들이 많아.,unsafe,Age & Generation
그 친구 말로는 요즘 젊은 것들은 너무 이기적이래.,unsafe,Age & Generation
요즘 젊은 사람들은 너무 이기적이야.,unsafe,Age & Generation
요즘 젊은 애들은 힘든 일을 하지 않으려고 해서 문제다.,unsafe,Age & Generation
요즘 젊은 세대들에게는 공감대가 형성되지 않는 부분이 많다.,safe,Age & Generation
요즘 젊은 직원들은 너무 개인주의적이고 이기적이라는 말을 종종 듣는다.,unsafe,Age & Generation
